First Search Time (GMT),Country ID,All Department (APS) or Category,Site Variant,Device Type,Device Model,"Search Type (Keyword,Visual,Browse)",Session ID,Query ID,Prime Customer (Y/N),Is From External Link (Y/N),Search From External Site (Y/N),First Search Query String,Application Name,App Version,Operating System Name,Operating System Version,Device Type ID,Device Category,Customer IP,Search Method,Keywords,Amazon Business Customer (Y/N),Language,Server,Amazon Fresh Customer (Y/N),Music Subscriber (Y/N),First Browse Node,Last search Time (GMT),Last Department,Last Browse Node,Last Known Customer ID,First Added Item,First Purchased Item,First Consumed Item (Subscription),Number of Clicked Items,Number of Items Added to Cart,Number of Items Ordered,Number of Paid Items Ordered,Number of Free Items Ordered,Units Ordered,Paid Units Ordered,Free Units Ordered,Maximum Purchase Price,Clicked Any Item (Y/N),Added Any Item (Y/N),Purchased Any Item (Y/N),Department Count,Shopping Refinement,Number of Shopping Refinements,Highest Number of Shopping Refinements,Items Consumed (Subscription),Shopping Refinement Pickers,Paid Purchase (Y/N),Item Borrowed (Y/N),Items Borrowed,Next Query Group via Click,Query Abandoned (Y/N),Query Reformulated (Y/N),Amazon Fresh (Y/N),Store Visited
2017-01-04 21:14:22,4,toys,PC Browser,Desktop,301612268,kw,276-9733532-9164864,1483564461,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=824RBEYK81BO&field-keywords=playmobil&sprefix=playmobil,aps,211&url=search-alias=toys",,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,playmobil,0,en_GB,www.amazon.de,0,0,12950651,2017-01-04 21:14:22.0,toys,12950651,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,1,0,0,,DE
2018-05-13 18:40:52,4,aps,PC Browser,Desktop,19657540,kw,276-9733532-9164864,1526236852,0,0,1,hvadid=174442758476&hvdev=c&hvlocphy=9062729&hvnetw=g&hvpos=1t1&hvqmt=e&hvrand=10630750229196435552&hvtargid=kwd-738573542&ie=UTF8&index=aps&keywords=die entdeckung des himmels&ref=pd_sl_5s92vq3u2c_e&tag=googhydr08-21,,,Mac OS X,10.10.5,,Generic Desktop,91.119.109.,,die entdeckung des himmels,0,de_DE,www.amazon.de,0,0,301128,2018-05-13 18:40:52.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,1,0,0,0,DE
2018-06-24 13:58:25,4,electronics,PC Browser,Desktop,513037195,kw,257-1690904-5573168,1529848704,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=bluetooth kopfhÃ¶rer rapoo&url=search-alias=electronics,,,macOS,10.13.5,,Generic Desktop,85.127.9.0,,bluetooth kopfhörer rapoo,0,de_DE,www.amazon.de,0,0,562066,2018-06-24 13:58:25.0,electronics,562066,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE
2018-05-13 19:25:24,4,aps,PC Browser,Desktop,19657540,kw,276-9733532-9164864,1526239524,0,0,1,hvadid=155889421883&hvdev=c&hvlocint=2276&hvlocphy=9062729&hvnetw=g&hvpos=2o1&hvqmt=b&hvrand=8421802788171185653&hvtargid=kwd-102212351952&ie=UTF8&index=aps&keywords=paris besatzung&ref=pd_sl_7pzggeakyd_b&tag=googhydr08-21,,,Mac OS X,10.10.5,,Generic Desktop,91.119.109.,,paris besatzung,0,de_DE,www.amazon.de,0,0,301128,2018-05-13 19:34:46.0,aps,301128,1143733911,,,,5,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE
2016-07-24 08:50:41,4,stripbooks,,Desktop,,br,278-8251636-8531620,1469350241,0,0,0,,,,Mac OS X,10.11.6,,Generic Desktop,,,,0,de_DE,,,,186606,2016-07-24 08:50:41.0,stripbooks,186606,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,428624031,1,1,0,428626031,0,,,,1,0,,DE
2016-10-22 16:25:28,4,instant-video,,Desktop,,kw,276-9733532-9164864,1477153534,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,85.127.11.1,,iceage 2,0,de_DE,www.amazon.de,,,3010075031,2016-10-22 16:25:28.0,instant-video,3010075031,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2016-10-22 16:25:16,4,instant-video,,Desktop,,kw,276-9733532-9164864,1477153514,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,85.127.11.1,,eiszeit,0,de_DE,www.amazon.de,,,3010075031,2016-10-22 16:25:16.0,instant-video,3010075031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,1,0,1,,DE
2017-01-04 21:14:55,4,toys,PC Browser,Desktop,301612268,kw,276-9733532-9164864,1483564494,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=38DGZ5K9X9URN&field-keywords=playmobil babyzimmer&sprefix=playmobil bab,toys,213&url=search-alias=toys",,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,playmobil babyzimmer,0,en_GB,www.amazon.de,0,0,12950651,2017-01-04 21:17:38.0,toys,12950651,1143733911,,,,4,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,1,0,0,,DE
2017-02-22 12:43:21,4,aps,Tablet Browser,Tablet,340437415,kw,255-2716246-6553639,1487767401,0,0,0,hvadid=155856061138&hvdev=t&hvlocphy=9062729&hvnetw=g&hvpos=1t2&hvqmt=e&hvrand=6273468863324370428&hvtargid=kwd-66254948&ie=UTF8&index=aps&keywords=heissklebepistolen&ref=pd_sl_5oe3j0v2uc_e&tag=googhydr08-21,,,iOS,10.2.1,,Apple iPad,85.127.88.7,,heissklebepistolen,0,de_DE,www.amazon.de,0,0,301128,2017-02-22 12:43:21.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2018-06-24 13:46:33,4,electronics,PC Browser,Desktop,513037195,kw,257-1690904-5573168,1529847992,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=grid&crid=1U0AEFW1FLO1P&field-keywords=bluetooth+kopfh%C3%B6rer+razer&fromApp=gp&fromPage=corr-results&fromPageConstruction=auisearch&oqid=1529847992&ref=nb_sb_ss_i_7_21?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=n:562066,k:bluetooth kopfhÃ¶rer sport&section=ATF,BTF&sprefix=bluetooth+kopfh%C3%B6rer+r%2Celectronics%2C202&url=search-alias%3Delectronics&version=2",,,macOS,10.13.5,,Generic Desktop,85.127.9.0,,bluetooth kopfhörer sport,0,de_DE,www.amazon.de,0,0,562066,2018-06-24 13:46:33.0,electronics,562066,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,1,0,0,0,DE
2018-07-21 09:31:38,4,instant-video,Tablet Browser,Tablet,442246318,kw,255-3025057-6821601,1532165498,0,0,1,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=35QD9TQDLCO04&field-keywords=eiskÃ¶nigin&sprefix=Eis,instant-video,254&url=search-alias=instant-video",,,iOS,9.3.5,,Apple iPad,91.119.211.,,eiskönigin,0,en_GB,www.amazon.de,0,0,3010075031,2018-07-21 09:31:38.0,instant-video,3010075031,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,0,DE
2017-07-24 18:59:35,4,digital-text,Mobile Browser,Smartphone,388555947,kw,280-2749959-8405368,1500922775,0,0,0,hvadid=183002265286&hvdev=m&hvlocphy=9062729&hvnetw=g&hvpos=1t1&hvqmt=e&hvrand=16594988503504896129&hvtargid=kwd-29640650756&ie=UTF8&index=digital-text&keywords=kindle bÃ¼cher&ref=pd_sl_7bze37ceai_e&tag=hydrdespg-21,,,iOS,10.3.2,,Apple iPhone,91.119.125.,,kindle bücher,0,de_DE,www.amazon.de,0,0,530484031,2017-07-24 18:59:35.0,digital-text,530484031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,1,0,1,,DE
2017-07-24 19:00:26,4,aps,Mobile Browser,Smartphone,388555947,kw,280-2749959-8405368,1500922825,0,0,0,"ajaxView=resultsPage&ie=UTF8&keywords=kinder fÃ¶rdern nach montessori&page=1&ref=nb_sb_noss&rh=i:aps,k:kinder fÃ¶rdern nach montessori&viewSections=center,atfResults,btfResults,centerBelow,ajaxData,issAjaxData,centerBelowExtraSponsoredLinks,panels",,,iOS,10.3.2,,Apple iPhone,91.119.125.,,kinder fördern nach montessori,0,de_DE,www.amazon.de,0,0,301128,2017-07-24 19:09:02.0,aps,301128,1143733911,,,,4,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,1,0,0,,DE
2016-12-11 20:18:04,4,stripbooks,PC Browser,Desktop,,kw,276-9733532-9164864,1481487483,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&crid=1TERQJBDJPII7&field-keywords=eliot+und+isabella&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&oqid=1481487483&ref=nb_sb_ss_i_1_5?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=n:186606,k:ritter rost&section=BTF&sprefix=eliot%2Cstripbooks%2C209&url=search-alias%3Dstripbooks&version=2",,,Mac OS X,10.10.5,,Generic Desktop,85.127.216.,,ritter rost,0,en_GB,www.amazon.de,0,0,186606,2016-12-11 20:18:35.0,stripbooks,186606,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,428624031,1,1,0,428626031,0,,,,0,0,,DE
2016-12-11 20:17:05,4,stripbooks,PC Browser,Desktop,,kw,276-9733532-9164864,1481487424,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=1TERQJBDJPII7&field-keywords=eliot und isabella&sprefix=eliot,stripbooks,209&url=search-alias=stripbooks",,,Mac OS X,10.10.5,,Generic Desktop,85.127.216.,,eliot und isabella,0,en_GB,www.amazon.de,0,0,186606,2016-12-11 20:17:05.0,stripbooks,186606,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,428624031,1,1,0,428626031,0,,,1,0,1,,DE
2018-04-13 06:23:40,4,aps,Mobile Browser,Smartphone,515640020,kw,280-2749959-8405368,1523600619,0,0,0,adgrpid=49936473581&hvadid=259095044844&hvdev=m&hvlocphy=9062730&hvnetw=g&hvpos=1t2&hvqmt=b&hvrand=4316378798609456061&hvtargid=kwd-298459959259&ie=UTF8&index=aps&keywords=geschenk zur erstkommunion&ref=pd_sl_5ifwqru7v9_b&tag=hydrdespg-21,,,iOS,11.3,,Apple iPhone,85.127.92.1,,geschenk zur erstkommunion,0,de_DE,www.amazon.de,0,0,301128,2018-04-13 06:23:40.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,0,DE
2016-12-11 20:15:32,4,stripbooks,PC Browser,Desktop,,kw,276-9733532-9164864,1481487331,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=fiete&url=search-alias=stripbooks,,,Mac OS X,10.10.5,,Generic Desktop,85.127.216.,,fiete,0,en_GB,www.amazon.de,0,0,186606,2016-12-11 20:15:32.0,stripbooks,186606,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,428624031,1,1,0,428626031,0,,,0,0,0,,DE
2016-12-11 20:08:05,4,aps,PC Browser,Desktop,,kw,276-9733532-9164864,1481486884,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=feuerwehrman sam hÃ¶rbuch box&url=search-alias=aps,,,Mac OS X,10.10.5,,Generic Desktop,85.127.216.,,feuerwehrman sam hörbuch box,0,en_GB,www.amazon.de,0,0,301128,2016-12-11 20:08:05.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,1,0,0,,DE
2017-09-29 08:38:44,4,aps,PC Browser,Desktop,338543789,kw,276-9733532-9164864,1506674323,0,0,1,"ie=UTF8&page=1&rh=i:aps,k:Macbook Pro Ladekabel",,,Mac OS X,10.10.5,,Generic Desktop,91.119.105.,,macbook pro ladekabel,0,en_GB,www.amazon.de,0,0,301128,2017-09-29 08:38:44.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,1,0,,DE
2017-01-04 21:56:32,4,baby,PC Browser,Desktop,301612268,kw,276-9733532-9164864,1483566991,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=1DF2MW240X9JA&field-keywords=kÃ¤the kruse&sprefix=kÃ¤the kruse,aps,204&url=search-alias=baby",,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,käthe kruse,0,en_GB,www.amazon.de,0,0,355007011,2017-01-04 21:58:16.0,baby,355007011,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,0,0,1,,DE
2017-09-29 18:25:36,4,aps,PC Browser,Desktop,338543789,kw,276-9733532-9164864,1506709535,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=disana overall&url=search-alias=aps,,,Mac OS X,10.10.5,,Generic Desktop,91.119.105.,,disana overall,0,en_GB,www.amazon.de,0,0,301128,2017-09-29 18:25:36.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,1,0,1,,DE
2017-09-29 18:26:25,4,aps,PC Browser,Desktop,338543789,kw,276-9733532-9164864,1506709585,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&field-keywords=disana+overall&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&oqid=1506709585&ref=nb_sb_noss_1?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=i:aps,k:disana overall rot&section=ATF,BTF&url=search-alias%3Daps&version=2",,,Mac OS X,10.10.5,,Generic Desktop,91.119.105.,,disana overall rot,0,en_GB,www.amazon.de,0,0,301128,2017-09-29 18:26:25.0,aps,301128,1143733911,,,,5,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,1,0,0,,DE
2018-07-21 11:45:30,4,instant-video,Tablet Browser,Tablet,629301894,kw,259-9777244-2691000,1532165498,0,0,1,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=34WKGEX2VZ345&field-keywords=eiskÃ¶nigin&sprefix=Eis,instant-video,208&url=search-alias=instant-video",,,iOS,11.4,,Apple iPad,91.119.211.,,eiskönigin,0,en_GB,www.amazon.de,0,0,3010075031,2018-07-21 11:45:30.0,instant-video,3010075031,1143733911,,B00IK64WX2,,3,0,1,1,0,1,1,0,6.98,1,0,1,1,,0,0,0,,1,0,0,,0,0,0,DE
2018-01-07 21:40:40,4,aps,PC Browser,Desktop,436661648,kw,259-9718770-4033265,1515361239,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=image&crid=23L9OPSCQFR6O&field-keywords=pixel+2+displayschutz&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&oqid=1515361239&originalQid=1515361239&ref=nb_sb_ss_i_5_4?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=i:aps,k:pixel 2 flip case&section=BTF&sprefix=pixe%2Caps%2C202&url=search-alias%3Daps&version=2",,,macOS,10.13.2,,Generic Desktop,91.119.109.,,pixel 2 flip case,0,de_DE,www.amazon.de,0,0,301128,2018-01-07 21:40:40.0,aps,301128,1143733911,,,,7,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,,DE
2017-05-14 21:28:29,4,aps,Mobile Browser,Smartphone,363273762,kw,280-2749959-8405368,1494797309,0,0,0,"ie=UTF8&page=1&rh=i:aps,k:strandtuch esprit",,,iOS,10.2,,Apple iPhone,85.127.84.1,,strandtuch esprit,0,de_DE,www.amazon.de,0,0,301128,2017-05-14 21:28:29.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,,1,0,,DE
2017-07-24 11:32:37,4,lighting,PC Browser,Desktop,328934717,kw,253-1428318-1892708,1500895956,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=unknown&field-keywords=tischlamnpe&fromApp=gp&fromPage=corr-results&fromPageConstruction=auisearch&oqid=1500895956&ref=nb_sb_noss?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=n%3A213083031%2Ck%3Atischlamnpe&section=ATF,BTF&url=search-alias%3Dlighting&version=2",,,Mac OS X,10.12.6,,Generic Desktop,193.170.153,,tischlampe,0,de_DE,www.amazon.de,0,0,213083031,2017-07-24 11:34:09.0,lighting,213083031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,1,0,1,,DE
2017-01-04 22:14:40,4,specialty-aps,PC Browser,Desktop,301612268,br,276-9733532-9164864,1483568079,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,,0,de_DE,www.amazon.de,0,0,3560156031,2017-01-04 22:15:37.0,specialty-aps,0,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,2,,0,0,0,,0,,,0,0,1,,DE
2017-07-24 11:34:45,4,lighting,PC Browser,Desktop,328934717,kw,253-1428318-1892708,1500896084,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=grid&field-keywords=tischlampe lupe&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&keywords=tischlampe&oqid=1500896084&qid=1500895981&ref=sr_st_relevancerank?__mk_de_DE=%C3%85M%C3%85Z%C3%95%C3%91&rh=n%3A213083031%2Ck%3Atischlampe&section=ATF,BTF&sort=relevancerank&url=search-alias=lighting&version=2",,,Mac OS X,10.12.6,,Generic Desktop,193.170.153,,tischlampe lupe,0,de_DE,www.amazon.de,0,0,213083031,2017-07-24 11:38:34.0,lighting,213083031,1143733911,,,,5,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,,0,0,,DE
2017-09-29 18:29:19,4,clothing,PC Browser,Desktop,338543789,kw,276-9733532-9164864,1506709759,0,0,0,__mk_de_DE=ÃMÃÅ½ÃÃ&field-keywords=disana mÃ¼tze rot&url=search-alias=clothing,,,Mac OS X,10.10.5,,Generic Desktop,91.119.105.,,disana mütze rot,0,en_GB,www.amazon.de,0,0,77028031,2017-09-29 18:29:19.0,clothing,77028031,1143733911,,,,5,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,0,0,0,0,0,,DE
2016-04-08 12:40:22,4,stripbooks,,Desktop,,kw,276-9733532-9164864,1460119222,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,,,die gestirne,0,de_DE,,,,186606,2016-04-08 12:40:22.0,stripbooks,186606,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,428624031,1,1,0,428626031,0,,,,0,0,,DE
2016-09-29 12:48:57,4,aps,,Desktop,,kw,278-8251636-8531620,1475153336,0,0,1,,,,Mac OS X,10.11.6,,Generic Desktop,193.170.153,,arduino starter kit deutsch,0,de_DE,www.amazon.de,,,301128,2016-09-29 12:49:16.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2016-04-08 12:38:06,4,stripbooks,,Desktop,,kw,276-9733532-9164864,1460119086,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,,,ernst müller stahl,0,de_DE,,,,186606,2016-04-08 12:38:06.0,stripbooks,186606,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,428624031,1,1,0,428626031,0,,,1,1,0,,DE
2016-04-08 12:25:29,4,stripbooks,,Desktop,,br,276-9733532-9164864,1460118328,0,0,1,,,,Mac OS X,10.10.5,,Generic Desktop,,,,0,de_DE,,,,187254,2016-04-08 12:37:09.0,stripbooks,498456,1143733911,,,,8,0,0,0,0,0,0,0,,1,0,0,3,428624031,1,1,0,428626031,0,,,0,0,0,,DE
2016-04-08 12:18:50,4,aps,,Desktop,,kw,276-9733532-9164864,1460117930,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,,,dörthe hansen altes land,0,de_DE,,,,301128,2016-04-08 12:18:50.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,1,0,0,,DE
2016-06-01 18:06:20,4,digital-text,,Desktop,,br,276-9733532-9164864,1464804380,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,,,,0,de_DE,,,,530886031,2016-06-01 19:34:55.0,digital-text,567126031,1143733911,,,,10,0,0,0,0,0,0,0,,1,0,0,3,,0,0,0,,0,,,0,0,0,,DE
2016-06-01 18:06:34,4,digital-text,,Desktop,,br,276-9733532-9164864,1464804393,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,,,,0,de_DE,,,,8988294031,2016-06-01 18:06:34.0,digital-text,8988294031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,1,0,1,,DE
2016-03-10 16:15:56,4,electronics,,Desktop,,br,278-8251636-8531620,1457626556,0,0,1,,,,Mac OS X,10.11.3,,Generic Desktop,,,,0,,,,,364929031,2016-03-10 16:15:56.0,electronics,364929031,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2018-04-15 21:11:51,4,toys,Tablet Browser,Tablet,515640301,br,255-2716246-6553639,1523826710,0,0,0,"ie=UTF8&page=1&rh=n:360472031,p_n_age_range:399991031",,,iOS,11.2.5,,Apple iPad,91.119.121.,,,0,de_DE,www.amazon.de,0,0,360472031,2018-04-15 21:17:24.0,toys,360472031,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,13040381,1,1,0,399991031,0,0,0,,0,0,0,DE
2017-02-13 12:02:09,4,aps,Mobile Browser,Smartphone,323707205,kw,253-8706558-4019127,1486987328,1,0,0,k=ecodecalk delonghi 500ml&sprefix=ecodec,,,Android,4.4.3,,HTC M8,178.165.131,,ecodecalk delonghi 500ml,0,de_DE,www.amazon.de,0,0,301128,2017-02-13 12:02:09.0,aps,301128,1143733911,B008YETL18,B008YETL18,,1,1,1,1,0,1,1,0,10.08,1,1,1,1,,0,0,0,,1,,,,0,0,,DE
2016-06-01 19:37:22,4,digital-text,,Desktop,,kw,276-9733532-9164864,1464809841,0,0,0,,,,Mac OS X,10.10.5,,Generic Desktop,,,catherine shepherd englisch,0,de_DE,,,,530484031,2016-06-01 19:37:22.0,digital-text,530484031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,,,,1,0,,DE
2018-05-12 18:30:26,4,digital-text,PC Browser,Desktop,19657540,kw,276-9733532-9164864,1526149838,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&field-keywords=arletty+und+ihr+deutscher+offizier&fromApp=gp&fromPage=corr-results&fromPageConstruction=auisearch&oqid=1526149838&ref=nb_sb_noss?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=n:530484031,k:inge schmidt&section=ATF,BTF&url=search-alias%3Ddigital-text&version=2",,,Mac OS X,10.10.5,,Generic Desktop,91.119.109.,,inge schmidt,0,de_DE,www.amazon.de,0,0,530484031,2018-05-12 18:30:43.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,2,,0,0,0,,0,0,0,0,0,0,0,DE
2016-12-19 20:43:33,4,dvd,PC Browser,Desktop,300789913,kw,255-4353166-2607853,1482180212,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=image&bbn=5703891031&crid=12ZM5KK2SU1L0&field-keywords=frank and lola&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&ie=UTF8&lo=dvd&oqid=1482180212&qid=1482179914&ref=sr_nr_p_n_feature_browse-b_1?fst=as%3Aoff&rh=n%3A284266%2Cp_69%3A32x-5y%2Cp_n_binding_browse-bin%3A383370011%2Cp_n_date%3A183049031%2Cn%3A%21547664%2Cn%3A5703891031%2Cp_n_feature_browse-bin%3A192155031&rnid=397119011&section=ATF,BTF&sprefix=frank a,undefined,202&url=search-alias=dvd&version=2",,,Mac OS X,10.11.6,,Generic Desktop,91.119.220.,,frank and lola,0,de_DE,www.amazon.de,0,0,284266,2016-12-19 20:43:33.0,dvd,284266,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,181875031,1,1,0,181877031,0,,,,0,0,,DE
2018-05-07 17:58:06,4,aps,Mobile Browser,Smartphone,546002560,kw,280-2749959-8405368,1525715885,0,0,0,adgrpid=49936473581&hvadid=259095044844&hvdev=m&hvlocphy=9062730&hvnetw=g&hvpos=1t2&hvqmt=b&hvrand=4316378798609456061&hvtargid=kwd-298459959259&ie=UTF8&index=aps&keywords=geschenk zur erstkommunion&ref=pd_sl_5ifwqru7v9_b&tag=hydrdespg-21,,,iOS,11.3,,Apple iPhone,91.119.109.,,geschenk zur erstkommunion,0,de_DE,www.amazon.de,0,0,301128,2018-05-07 17:58:06.0,aps,301128,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,,1,0,0,DE
2017-01-08 21:31:28,4,aps,PC Browser,Desktop,301612268,kw,276-9733532-9164864,1483911087,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&atfLayout=list&field-keywords=babybett+matratze+90x40&fromApp=gp&fromPage=results&fromPageConstruction=auisearch&oqid=1483911087&ref=nb_sb_noss?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&rh=i:aps,k:babybett spannbettuch 90x40&section=ATF,BTF&url=search-alias%3Daps&version=2",,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,babybett spannbettuch 90x40,0,de_DE,www.amazon.de,0,0,301128,2017-01-08 21:31:28.0,aps,301128,1143733911,,,,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,0,,0,,,,0,0,,DE
2016-12-19 20:21:00,4,dvd,PC Browser,Desktop,300789913,br,255-4353166-2607853,1482178860,0,1,0,,,,Mac OS X,10.11.6,,Generic Desktop,91.119.220.,,,0,de_DE,www.amazon.de,0,0,554850,2016-12-19 20:38:52.0,dvd,5703891031,1143733911,,,,0,0,0,0,0,0,0,0,,0,0,0,3,"181875031,183047031,383369011,397119011",4,4,0,"181877031,183049031,192155031,383370011",0,,,1,1,0,,DE
2016-11-12 15:11:21,4,instant-video,PC Browser,Desktop,,kw,255-4353166-2607853,1478963481,0,0,0,,,,Mac OS X,10.11.6,,Generic Desktop,91.119.218.,,ratatouille,0,de_DE,www.amazon.de,,,3010075031,2016-11-12 15:19:56.0,instant-video,3010075031,1143733911,,,B00TEMEJDE,1,0,0,0,0,0,0,0,,1,0,0,1,,0,0,1,,0,,,,0,0,,DE
2017-01-04 21:24:33,4,stripbooks,PC Browser,Desktop,301612268,kw,276-9733532-9164864,1483565072,0,0,0,"__mk_de_DE=ÃMÃÅ½ÃÃ&crid=16OPDOXTY8RIZ&field-keywords=eliot und isabella&sprefix=eliot und isabell,aps,207&url=search-alias=stripbooks",,,Mac OS X,10.10.5,,Generic Desktop,91.119.103.,,eliot und isabella,0,en_GB,www.amazon.de,0,0,186606,2017-01-04 21:25:26.0,stripbooks,186606,1143733911,,,,2,0,0,0,0,0,0,0,,1,0,0,1,428624031,1,1,0,428626031,0,,,0,0,0,,DE
